serviceId,fromLocationId,fromRangeStart,fromRangeEnd,toLocationId,toRangeStart,toRangeEnd
,,,,180,HS70,HS70
,,,,180,HS71,HS71
,,,,180,HS72,HS72
,,,,180,HS73,HS73
,,,,180,HS74,HS74
,,,,180,HS75,HS75
,,,,180,HS76,HS76
,,,,180,HS77,HS77
,,,,180,HS78,HS78
,,,,180,HS79,HS79
,,,,180,HS80,HS80
,,,,180,HS81,HS81
,,,,180,HS82,HS82
,,,,180,HS83,HS83
,,,,180,HS84,HS84
,,,,180,HS85,HS85
,,,,180,HS86,HS86
,,,,180,HS87,HS87
,,,,180,HS88,HS88
,,,,180,HS89,HS89
,,,,180,HS90,HS90
,,,,180,HS91,HS91
,,,,180,HS92,HS92
,,,,180,HS93,HS93
,,,,180,HS94,HS94
,,,,180,HS95,HS95
,,,,180,HS96,HS96
,,,,180,HS97,HS97
,,,,180,HS98,HS98
,,,,180,HS99,HS99
,,,,180,KW1,KW9
,,,,180,KW2,KW2
,,,,180,KW3,KW3
,,,,180,KW4,KW4
,,,,180,KW5,KW5
,,,,180,KW6,KW6
,,,,180,KW7,KW7
,,,,180,KW8,KW8
,,,,180,KW9,KW9
,,,,180,KW10,KW10
,,,,180,KW11,KW11
,,,,180,KW12,KW12
,,,,180,KW13,KW13
,,,,180,KW14,KW14
,,,,180,KW15,KW15
,,,,180,KW16,KW16
,,,,180,KW17,KW17
,,,,180,KW18,KW18
,,,,180,KW19,KW19
,,,,180,KW20,KW20
,,,,180,KW21,KW21
,,,,180,KW22,KW22
,,,,180,KW23,KW23
,,,,180,KW24,KW24
,,,,180,KW25,KW25
,,,,180,KW26,KW26
,,,,180,KW27,KW27
,,,,180,KW28,KW28
,,,,180,KW29,KW29
,,,,180,KW30,KW30
,,,,180,KW31,KW31
,,,,180,KW32,KW32
,,,,180,KW33,KW33
,,,,180,KW34,KW34
,,,,180,KW35,KW35
,,,,180,KW36,KW36
,,,,180,KW37,KW37
,,,,180,KW38,KW38
,,,,180,KW39,KW39
,,,,180,KW40,KW40
,,,,180,KW41,KW41
,,,,180,KW42,KW42
,,,,180,KW43,KW43
,,,,180,KW44,KW44
,,,,180,KW45,KW45
,,,,180,KW46,KW46
,,,,180,KW47,KW47
,,,,180,KW48,KW48
,,,,180,KW49,KW49
,,,,180,KW50,KW50
,,,,180,KW51,KW51
,,,,180,KW52,KW52
,,,,180,KW53,KW53
,,,,180,KW54,KW54
,,,,180,KW55,KW55
,,,,180,KW56,KW56
,,,,180,KW57,KW57
,,,,180,KW58,KW58
,,,,180,KW59,KW59
,,,,180,KW60,KW60
,,,,180,KW61,KW61
,,,,180,KW62,KW62
,,,,180,KW63,KW63
,,,,180,KW64,KW64
,,,,180,KW65,KW65
,,,,180,KW66,KW66
,,,,180,KW67,KW67
,,,,180,KW68,KW68
,,,,180,KW69,KW69
,,,,180,KW70,KW70
,,,,180,KW71,KW71
,,,,180,KW72,KW72
,,,,180,KW73,KW73
,,,,180,KW74,KW74
,,,,180,KW75,KW75
,,,,180,KW76,KW76
,,,,180,KW77,KW77
,,,,180,KW78,KW78
,,,,180,KW79,KW79
,,,,180,KW80,KW80
,,,,180,KW81,KW81
,,,,180,KW82,KW82
,,,,180,KW83,KW83
,,,,180,KW84,KW84
,,,,180,KW85,KW85
,,,,180,KW86,KW86
,,,,180,KW87,KW87
,,,,180,KW88,KW88
,,,,180,KW89,KW89
,,,,180,KW90,KW90
,,,,180,KW91,KW91
,,,,180,KW92,KW92
,,,,180,KW93,KW93
,,,,180,KW94,KW94
,,,,180,KW95,KW95
,,,,180,KW96,KW96
,,,,180,KW97,KW97
,,,,180,KW98,KW98
,,,,180,KW99,KW99
