serviceId,fromLocationId,fromRangeStart,fromRangeEnd,toLocationId,toRangeStart,toRangeEnd
20233,113,06035,06035,,,
20233,113,40059,40059,,,
20233,113,53043,53043,,,
20233,113,54031,54031,,,
20233,113,64030,64030,,,
20233,113,64033,64033,,,
20233,113,64034,64035,,,
20233,113,65010,65010,,,
20233,113,65017,65017,,,
20233,113,66026,66026,,,
20233,113,74015,74015,,,
20233,113,75019,75019,,,
20233,113,75022,75022,,,
20233,113,83031,83031,,,
20233,113,84030,84031,,,
20233,113,84035,84036,,,
20233,113,85047,85047,,,
20233,113,86012,86012,,,
20233,113,86016,86016,,,
20233,113,86036,86036,,,
20233,113,86077,86077,,,
20233,113,86079,86079,,,
20233,113,87038,87038,,,
20233,113,87054,87054,,,
20233,113,87056,87056,,,
20233,113,87060,87060,,,
20233,113,88050,88050,,,
20233,113,88060,88060,,,
20233,113,88064,88064,,,
20233,113,88067,88067,,,
20233,113,88068,88068,,,
20233,113,88842,88842,,,
20233,113,89063,89063,,,
20233,113,89064,89064,,,
20233,113,89822,89822,,,
20233,113,89823,89823,,,
20233,113,90030,90030,,,
20233,113,91018,91018,,,
20233,113,94011,94011,,,
20233,113,25010,25040,,,
20233,113,25042,25065,,,
20233,113,25068,25089,,,
20233,113,25121,25136,,,
20233,,,,113,02043,02043
20233,,,,113,06035,06035
20233,,,,113,40059,40059
20233,,,,113,53043,53043
20233,,,,113,54031,54031
20233,,,,113,64030,64030
20233,,,,113,64033,64033
20233,,,,113,64034,64035
20233,,,,113,65010,65010
20233,,,,113,65017,65017
20233,,,,113,66026,66026
20233,,,,113,74015,74015
20233,,,,113,75019,75019
20233,,,,113,75022,75022
20233,,,,113,83031,83031
20233,,,,113,84030,84031
20233,,,,113,84035,84036
20233,,,,113,85047,85047
20233,,,,113,86012,86012
20233,,,,113,86016,86016
20233,,,,113,86036,86036
20233,,,,113,86077,86077
20233,,,,113,86079,86079
20233,,,,113,87038,87038
20233,,,,113,87054,87054
20233,,,,113,87056,87056
20233,,,,113,87060,87060
20233,,,,113,88050,88050
20233,,,,113,88060,88060
20233,,,,113,88064,88064
20233,,,,113,88067,88067
20233,,,,113,88068,88068
20233,,,,113,88842,88842
20233,,,,113,89063,89063
20233,,,,113,89064,89064
20233,,,,113,89822,89822
20233,,,,113,89823,89823
20233,,,,113,90030,90030
20233,,,,113,91018,91018
20233,,,,113,94011,94011
20233,,,,113,25010,25040
20233,,,,113,25042,25065
20233,,,,113,25068,25089
20233,,,,113,25121,25136
20122,113,02043,02043,,,
20122,113,06035,06035,,,
20122,113,40059,40059,,,
20122,113,53043,53043,,,
20122,113,54031,54031,,,
20122,113,64030,64030,,,
20122,113,64033,64033,,,
20122,113,64034,64035,,,
20122,113,65010,65010,,,
20122,113,65017,65017,,,
20122,113,66026,66026,,,
20122,113,74015,74015,,,
20122,113,75019,75019,,,
20122,113,75022,75022,,,
20122,113,83031,83031,,,
20122,113,84030,84031,,,
20122,113,84035,84036,,,
